index,MATH
280,509.91469342820346
281,489.75433306209743
282,527.3212658790872
283,507.38413261342794
284,502.7561012255028
285,538.7829387467355
286,519.0532898735255
287,654.3771584955975
288,555.8725755196065
289,592.5299606584013
290,332.97688332386315
291,366.1555491909385
292,387.253195438534
293,403.90291409567
294,422.68762317392975
295,350.67229227535427
296,502.0952931670472
297,398.29573799297214
298,413.60043975152075
299,413.3791418466717
300,440.5660725198686
301,524.1974763832986
302,406.8054566551
303,379.5363086508587
304,453.21430713683367
305,415.79655164293945
306,475.4343534214422
307,419.3330795057118
308,513.9029328385368
309,516.4160198420286
310,518.3139153104275
311,522.2100660540164
312,449.42383000068367
313,577.2843861458823
314,456.18217302672565
315,465.67832074221224
316,583.6037661125883
317,533.147199162282
318,496.7008144259453
319,533.6589950975031
320,509.51072636898607
321,487.94654855597764
322,528.692838780582
323,484.9072338556871
324,456.46228521876037
325,617.3489093836397
326,544.9596535498276
327,609.5390645675361
328,526.6132779754698
329,559.9279524860904
330,584.437653359957
331,546.3223840324208
332,554.682303706184
333,544.7173384828493
334,655.5283784903586
335,552.41152465716
336,581.613796595484
337,618.8565172674134
338,490.55460538249463
339,478.3856685636565
340,419.87368854973465
341,434.29342721775174
342,453.3706975262612
343,443.9701741710305
344,595.583667293191
345,595.5421993732452
346,547.6626775898039
347,610.1085474677384
348,516.2107660919428
349,562.0548462551087
350,525.4716138830408
351,595.6150670843199
352,544.0867496747524
353,598.400797280483
354,661.3504611076787
355,656.5330474069342
356,608.5499517181888
357,520.2965584015474
358,527.9382063420489
359,521.9972892850637
360,513.3105722181499
361,454.23771546408534
362,587.2598838694394
363,465.9015517150983
364,377.23430589493364
365,333.27408786769956
366,423.35321703273803
367,410.7920311773196
368,398.6779961772263
369,396.30541930068284
370,396.6076897708699
371,380.7233836967498
372,370.2013844521716
373,423.8138443995267
374,422.103706673719
375,410.122652662918
376,422.249373242259
377,504.76655972842127
378,386.7932174447924
379,517.8590465262532
380,468.65259204711765
381,451.35109136998653
382,512.8328901045024
383,541.6063794456422
384,417.56056549958885
385,516.3481760630384
386,495.7607317697257
387,557.4747205143794
388,584.9616348436102
389,519.39952376578
390,574.3167176982388
391,483.0528994547203
392,564.7587472088635
393,519.1121815843508
394,577.7139363046736
395,554.3129155458882
396,587.7821398973465
397,545.5519268000498
398,572.7111428463832
399,584.1376938363537
400,511.7781867887825
401,537.7040734663606
402,566.2067928621545
403,569.0719863791019
404,503.2836721977219
405,612.2429237700999
406,482.71120120212436
407,469.73034938052297
408,548.4096324825659
409,643.6529533257708
410,559.7062585027888
411,516.7098058024421
412,532.7151772072539
413,640.3803286720067
414,421.3109921552241
415,611.729340095073
416,634.8448705589399
417,547.9635524814948
418,524.6362375319004
419,531.1285667056218
420,523.5719298161566
421,567.6128168208525
422,498.8537020776421
423,589.2256403155625
424,508.7541990187019
425,463.9563981713727
426,473.031067895703
427,608.7495409892872
428,675.3393009509891
429,573.289664153941
430,504.19767813105136
431,499.7899123057723
432,485.31446945946664
433,668.6366893518716
434,571.4515117891133
435,612.73073340673
436,482.3892719009891
437,571.2699372628704
438,294.4004958141595
439,412.47512609139085
440,415.5710616549477
441,354.61980520002544
442,335.4560993341729
443,494.0470211468637
444,447.91211010795087
445,465.571613850072
446,503.1685674684122
447,566.4934865552932
448,466.7261455236003
449,525.2808028673753
450,452.576044597663
451,382.2038443600759
452,499.59169275686145
453,497.6701950551942
454,499.3049277095124
455,441.8990913424641
456,488.97201837971807
457,494.06386184319854
458,387.9132291395217
459,402.86485794279724
460,434.5566607294604
461,546.398439255543
462,457.18921171687543
463,524.4562994102016
464,446.187612246722
465,445.4155484670773
466,334.25058312155306
467,418.5301729766652
468,508.45869245845824
469,277.4369702078402
470,341.19439354073256
471,417.4744435492903
472,515.6595868375152
473,463.3038550708443
474,412.89528281707317
475,353.12155174743384
476,425.1455145450309
477,383.4861248768866
478,330.91497869975865
479,362.3812533998862
480,492.08661312796175
481,585.4594566272572
482,553.5182884298265
483,504.8966348990798
484,501.19062785897404
485,373.47074092458934
486,512.7894030222669
487,456.27692901622504
488,516.7209976650774
489,579.2825000118464
490,547.4174663508311
491,603.0849204054102
492,628.4149539582431
493,456.40482535678893
494,602.8110090373084
495,565.1668882612139
496,382.9550497159362
497,431.8184651909396
498,362.7833886137232
499,562.3741822717711
500,476.46014784742147
501,587.9621742190793
502,426.16916329972446
503,495.7234826060012
504,526.4169526463374
505,464.79534770548344
506,528.1130454726517
507,595.0702648824081
508,557.1994525939226
509,542.4299772158265
510,560.4308927617967
511,577.4603049876168
512,545.3906944599003
513,479.28991655353457
514,517.818821570836
515,459.2514540972188
516,601.3717065406963
517,455.93629082199186
518,435.304041759111
519,468.2550241025165
520,651.1640388173983
521,573.0230590635911
522,574.9910550164059
523,405.59376679733396
524,474.0487963659689
525,450.2364180320874
526,492.36449133139104
527,562.5570467449725
528,564.0723635712638
529,458.5072310026735
530,427.30787782371044
531,539.5691492864862
532,458.3694341685623
533,557.5776754561812
534,497.1217017695308
535,460.3526653451845
536,417.8017815724015
537,404.9904631311074
538,438.12495650723577
539,453.81181453634053
540,462.76681121997535
541,399.50727357249707
542,327.92381118331105
543,503.4588520228863
544,406.08092363458127
545,411.0645553134382
546,466.6774444999173
547,414.0941886063665
548,449.705589373596
549,396.94476449117064
550,486.8871554993093
551,471.5925134429708
552,478.44284529145807
553,448.3013260513544
554,506.2515744473785
555,404.70923696737736
556,492.186566548422
557,472.0281331092119
558,491.0518429968506
559,523.4717713873833
560,500.0116846812889
561,552.6671381415799
562,398.9110028045252
563,565.6766229886562
564,543.5193201033399
565,618.9634222360328
566,547.7725764047354
567,573.3242713287473
568,525.4398312531412
569,576.1367783602327
570,420.2083916608244
571,441.84656758978963
572,497.0541464788839
573,577.4382080491632
574,326.410386336036
575,341.07179818302393
576,489.6103258896619
577,393.202302262187
578,386.8622719710693
579,493.4921027338132
580,461.9157386152074
581,365.075514244847
582,399.794059750624
583,384.39791189320385
584,566.6175985047594
585,462.12993817497045
586,428.1702641947195
587,488.56102231144905
588,595.9497063532472
589,468.67486373428255
590,520.1791175669059
591,586.7622887194157
592,538.4784469278529
593,511.4577180268243
594,618.1056836806238
595,580.6992765637115
596,502.8813864812255
597,588.7315150629729
598,479.44017432723194
599,463.05189344193786
600,619.2915825247765
601,432.332582635805
602,594.1220664680004
603,605.2913809902966
604,537.7701613055542
605,456.175503693521
606,547.0404463270679
607,530.9845744958147
608,464.58210329990834
609,615.051999761723
610,591.1009792396799
611,553.3206765819341
612,582.6045037675649
613,530.0570876123384
614,514.9310936490074
615,576.3575197905302
616,454.65509976353496
617,527.1311001079157
618,416.89977581985295
619,418.98542900569737
620,599.7690164931118
621,619.0579591235146
622,534.5867051417008
623,575.6512620421126
624,474.20688554644585
625,615.8721070727333
626,568.6754202395678
627,564.6180232958868
628,588.4935184968635
629,582.02849159576
630,458.808965023607
631,693.3233532663435
632,422.96831234917045
633,599.5766790378839
634,572.844097359106
635,516.5841399943456
636,495.3589745769277
637,500.6096994355321
638,376.73039596527815
639,542.1801154101267
640,524.5010315738618
641,433.2093092268333
642,433.13630572427064
643,446.17147264257073
644,426.0935607245192
645,423.9847071869299
646,472.47647230606526
647,434.45498168095946
648,414.9976828703657
649,451.045340356417
650,483.358335272409
651,424.9161360533908
652,338.74822244327515
653,429.03533587697893
654,474.4504917534068
655,638.2196592083201
656,533.438060676679
657,480.24587592855096
658,545.3033299595118
659,514.1098753875121
660,468.48114839755
661,459.13045476656407
662,441.7481894502416
663,466.26793262641877
664,525.1975298374891
665,493.47834159154445
666,642.0317114572972
667,584.4625503756106
668,469.3846424408257
669,694.4529516231269
670,526.4845969416201
671,475.12142324540764
672,481.31439145468175
673,553.0219853362069
674,568.1680176910013
675,481.8423046292737
676,459.01860575471073
677,495.73685914836824
678,526.5472547989339
679,478.66864402778447
680,461.1649874057621
681,617.2264062166214
682,485.1314597642049
683,538.5369662437588
684,480.3341070516035
685,505.1382082859054
686,522.22381904535
687,661.6866497322917
688,485.823419008404
689,581.7525999089703
690,537.8966540666297
691,501.09542982745916
692,617.9135290756822
693,443.1582739278674
694,538.2501152129844
695,528.397338940762
696,513.6686242455617
697,500.26829086523503
698,595.5656565697864
699,363.6488652303815
700,543.6056108912453
701,519.3852006103843
702,598.4574061213061
703,650.1042841216549
704,563.012433973141
705,414.4934457279742
706,475.39937340002507
707,585.5299369208515
708,491.49263010174036
709,514.0285846590996
710,568.9435955369845
711,583.2508732499555
712,619.8113865191117
713,414.1926958374679
714,495.78915973193944
715,461.48389070946723
716,461.0568555891514
717,522.5930632511154
718,521.8230363484472
719,390.01248570904136
720,447.1271051922813
721,519.8281150562689
722,511.76541821844876
723,350.9891603337601
724,457.9166361792013
725,496.69635745324194
726,587.5459108678624
727,487.56301640626043
728,477.4060332402587
729,487.387966953218
730,509.252915979363
731,516.0560721345246
732,415.00039510056376
733,532.6906131552532
734,533.3966948622838
735,500.8887942042202
736,540.6867884742096
737,508.4874288048595
738,549.6491958182305
739,498.170996860601
740,563.602122024633
741,531.1191410711035
742,493.3113994207233
743,504.296434013173
744,464.87155724689364
745,571.0810454078019
746,647.708690197207
747,561.4928629985079
748,519.776133983396
749,466.4382089432329
750,563.3631860706955
751,622.5525723733008
752,626.5023945467547
753,412.2913007354364
754,453.84375525824726
755,379.4070753790438
756,483.88475287891924
757,423.72897300776094
758,415.4013288607821
759,434.0162528241053
760,486.9219539947808
761,564.7596240742132
762,585.1072104200721
763,547.3106335410848
764,510.60158689599484
765,414.11408639885485
766,599.6609064117074
767,630.6633874066174
768,553.4827826833352
769,430.6575788259506
770,505.5155088175088
771,595.7743516117334
772,585.5807325784117
773,444.2693387661129
774,517.1148050772026
775,539.352833093144
776,522.4728369088843
777,441.8992727920413
778,569.3709568995982
779,602.4197211116552
780,514.4728267900646
781,710.4273387873545
782,479.3324171025306
783,537.1436422783881
784,611.6830477770418
785,601.9130810024217
786,567.0082799056545
787,396.7225328795612
788,312.132118774578
789,451.04222102090716
790,521.6942599583417
791,411.22980732563883
792,460.6331780841574
793,393.1570210130885
794,509.8114854609594
795,503.69716613180935
796,484.03191540110856
797,463.98558726441115
798,411.0301358168945
799,591.3986480617896
800,513.2955019911751
801,489.6676260046661
802,535.436696222052
803,607.2611430045217
804,520.8902804581448
805,513.4583579273894
806,506.49786983896047
807,459.35461506061256
808,542.2178346030414
809,563.0169139914215
810,556.1560253463686
811,485.4625408966094
812,554.0086216172203
813,548.7270397758111
814,489.0467827077955
815,525.0052539147437
816,474.84080601204187
817,528.1690423646942
818,467.8027094164863
819,550.7833108436316
820,552.9353711865842
821,570.315451269038
822,530.8185632778332
823,557.5712282443419
824,531.2480934252962
825,608.7002658825368
826,451.9605433922261
827,447.65189197752625
828,387.14345441013575
829,486.40879640635103
830,532.869408339262
831,419.2065840661526
832,521.9127314053476
833,461.66099806223065
834,500.13076561968774
835,524.6775331394747
836,524.4103199243546
837,438.90221125632524
838,410.5106347128749
839,436.8246838655323
840,583.9530134387314
841,365.5168039565906
842,647.0245269695297
843,437.7271500825882
844,499.2484522406012
845,592.5468530701473
846,548.3477661209181
847,596.7655604593456
848,516.7476514559239
849,430.29124424327165
850,502.6089007044211
851,487.3575309962034
852,599.7882390264422
853,358.8701761616394
854,479.26225005090237
855,501.8545622099191
856,562.5898683061823
857,512.9609541911632
858,469.0581097807735
859,593.9360843217
860,563.1090879626572
861,568.7541912300512
862,450.51569527201355
863,346.99634358100593
864,420.17173986602575
865,412.35529911052436
866,507.1749483132735
867,394.7681384617463
868,424.79496073629707
869,414.36900832504034
870,409.9884650418535
871,489.9363454831764
872,462.6065376326442
873,541.9070614902303
874,529.5431192405522
875,553.0850597824901
876,445.5208799634129
877,544.458963105455
878,485.8141640322283
879,470.8244192302227
880,532.7092125713825
881,433.9580162242055
882,453.9685666812584
883,456.8700718609616
884,517.0847828472033
885,545.5914438879117
886,518.8940186742693
887,424.37457431294024
888,402.6151702273637
889,502.59262413717806
890,514.2687459150329
891,405.3387167248875
892,393.47261655237526
893,383.307978739962
894,448.723808305338
895,434.92123518604785
896,612.5125961052254
897,559.5814664596692
898,539.7550832265988
899,481.5907637812197
900,539.6141647268087
901,569.3512506522238
902,549.1447095228359
903,566.6477796006948
904,488.8086751224473
905,619.9786598030478
906,609.33382082358
907,609.0719989938661
908,496.66362880077213
909,579.6318965386599
910,530.4669145317748
911,608.9997421698645
912,662.9792791660875
913,371.9984690938145
914,318.1792051270604
915,309.5068383673206
916,370.2231344431639
917,392.57442447170615
918,366.9278363334015
919,414.68294380418956
920,355.22203617636114
921,357.3685882780701
922,391.52467207144946
923,375.94835355039686
924,429.69443404860795
925,377.7619062606245
926,338.90278495289385
927,408.0936927171424
928,406.44945176597685
929,400.4178310595453
930,522.4436621470377
931,422.4243157459423
932,421.9020767780021
933,380.5698352251202
934,536.5933292554691
935,496.5503293517977
936,393.8572399504483
937,434.99236376117915
938,497.2612743517384
939,454.93997762259096
940,459.7343485932797
941,443.886187533848
942,439.2825211407617
943,459.304038528353
944,475.24072669353336
945,528.0875369459391
946,510.77669968642294
947,504.7460073996335
948,515.7204906232655
949,423.10262676142156
950,381.3394417418167
951,470.38739895634353
952,425.09401117637753
953,550.9752428634092
954,531.8958449605852
955,544.4858828987926
956,606.6800925815478
957,476.88690579868853
958,568.8561604041606
959,410.7234269734472
960,509.89575163368136
961,602.3018476571888
962,533.4318812973797
963,491.8032325077802
964,437.2891229605302
965,542.3224757956341
966,529.7494913581759
967,556.5895534530282
968,416.22266084328294
969,535.5653463890776
970,584.7052782969549
971,559.3622207138687
972,500.00073600467294
973,553.9003948504105
974,569.63044098299
975,586.4933752594516
976,520.7395685175434
977,479.2696035671979
978,486.8327009193599
979,563.8819053815678
980,580.0816652961075
981,455.1325491834432
982,607.2608774965629
983,531.8132377546281
984,484.68967949040234
985,459.7869065850973
986,529.8604358639568
987,361.32063030824065
988,495.72991119045764
989,436.1719713350758
990,357.58427961263806
991,407.94533962663263
992,449.0177147882059
993,459.56466438341886
994,413.43939966056496
995,391.07848990149796
996,481.5912763159722
997,542.1287085264921
998,448.45410607382655
999,401.35266521945596
1000,558.5946491025388
1001,399.2040515001863
1002,464.98292991518974
1003,465.89527881797403
1004,495.0573083339259
1005,408.76531543396413
1006,455.3083880180493
1007,556.3992917593569
1008,493.6966452077031
1009,403.2491696011275
1010,414.4612637665123
1011,501.1470146244392
1012,482.95264086220413
1013,520.4057867722586
1014,513.9624279607087
1015,599.2987087983638
1016,638.268614532426
1017,459.3218887420371
1018,464.5128984451294
1019,542.1599126951769
1020,472.507972584106
1021,601.8432945553213
1022,593.4818030819297
1023,427.9155760416761
1024,629.4894609730691
1025,491.21254413668066
1026,369.85704338084906
1027,244.98500981833786
1028,364.54869422409683
1029,412.72940607368946
1030,323.3363842163235
1031,383.5389239024371
1032,377.40487672388554
1033,429.4434335306287
1034,433.56250192783773
1035,419.46296710614115
1036,495.6468374840915
1037,462.40337715949863
1038,488.888771568425
1039,495.59653357975185
1040,373.1139112142846
1041,525.3475662628189
1042,461.45747724175453
1043,505.4744332777336
1044,518.9268708555028
1045,481.55068486370146
1046,548.2304360363632
1047,496.5006055943668
1048,421.8147896351293
1049,483.455623886548
1050,473.4913359414786
1051,630.1871927240863
1052,473.88467443268746
1053,459.07900203671306
1054,491.7186901103705
1055,468.7264032959938
1056,509.9677453516051
1057,519.7165811406448
1058,540.2417579554021
1059,529.2890667710453
1060,342.2991080256179
1061,484.04112264327705
1062,360.5411666240543
1063,389.5241989158094
1064,375.8369127884507
1065,436.6435845559463
1066,425.42873618844897
1067,464.9480696031824
1068,388.9757352229208
1069,365.7084265295416
1070,413.89910859055817
1071,467.05900435708463
1072,492.8761215750128
1073,506.3249808745459
1074,428.0164700271562
1075,441.7265993952751
1076,318.8713274272159
1077,495.7393789552152
1078,498.5163735868409
1079,574.6361896554008
1080,596.6703364243731
1081,497.9060662491247
1082,481.79638400953263
1083,424.28879033308476
1084,478.55532345734537
1085,574.2101077511907
1086,576.7566375629976
1087,506.26156800147146
1088,511.3586098756641
1089,450.6646800925955
1090,503.64193154126406
1091,562.0252148825675
1092,548.1753683676943
1093,469.36052295472473
1094,534.9727126834914
1095,569.5395910516381
1096,533.7399858161807
1097,506.6679926281795
1098,370.71488730981946
1099,407.1938191531226
1100,499.2810105253011
1101,488.28473474644125
1102,575.1517136134207
1103,477.1038785725832
1104,407.83430774509907
1105,479.2030648328364
1106,566.5723623549566
1107,505.9361283937469
1108,521.9456579070538
1109,526.9116311054677
1110,525.403070920147
1111,471.1203365344554
1112,467.7073844773695
1113,558.8535551419482
1114,514.6528609786183
1115,554.4190030647442
1116,555.9805706264451
1117,632.0143343163654
1118,481.57992770988494
1119,518.1935325786471
1120,585.750296943821
1121,592.8796417405829
1122,464.91108111757785
1123,513.4408894274384
1124,533.2558600381017
1125,516.6838767016307
1126,606.5593460388482
1127,551.6933308849111
1128,510.14427117072046
1129,584.3075562836602
1130,555.852621583268
1131,569.9857132313773
1132,424.0337477112189
1133,348.6732346965
1134,549.6678048139438
1135,536.3342927899212
1136,341.75844844803214
1137,329.3402053536847
1138,463.2303150538355
1139,506.2072430551052
1140,479.0485481917858
1141,514.5922240493819
1142,500.9041591659188
1143,549.2731179920956
1144,534.0304402364418
1145,516.5852631870657
1146,495.43417968135327
1147,487.26531168539077
1148,546.5508761517704
1149,513.9957516212016
1150,577.6479576947168
1151,513.3505260823295
1152,540.9721254855394
1153,567.1308155432343
1154,518.5074037536979
1155,623.5937215071172
1156,610.9213412702084
1157,512.3523640455678
1158,335.41857794392854
1159,315.5051308106631
1160,345.2354629673064
1161,461.2552681369707
1162,427.6483984589577
1163,461.71959486883134
1164,315.2486173240468
1165,420.7902471125126
1166,429.7988335881382
1167,447.76934949308634
1168,378.63057353068143
1169,526.5793154705316
1170,463.34615995176136
1171,418.5129659483209
1172,423.1083027794957
1173,433.9164081644267
1174,536.058088645339
1175,488.2714517163113
1176,475.07250819541514
1177,498.3869666373357
1178,556.783022813499
1179,438.73611703608185
1180,340.6846682773903
1181,467.2965026367456
1182,350.91653086896986
1183,491.2325495472178
1184,535.0763432262465
1185,554.1572857005522
1186,468.46733919903636
1187,541.6162598477677
1188,607.8627230953425
1189,559.5866964831948
1190,566.628136113286
1191,607.7460617283359
1192,488.16768985055387
1193,490.1927064638585
1194,411.3802617955953
1195,466.43030793592334
1196,449.5119963809848
1197,390.8891616249457
1198,445.51003322564065
1199,445.5784811358899
1200,545.8126448718831
1201,498.3251433689147
1202,547.6071420274675
1203,565.7644441267475
1204,493.60243901144713
1205,492.80399749148637
1206,591.7782073551789
1207,622.2336417948827
1208,615.1534481197596
1209,504.51044572517276
1210,560.5157442931086
1211,577.0172017551959
1212,386.2467583818361
1213,452.54638255480677
1214,500.20221824850887
1215,490.5411865711212
1216,601.751686274074
1217,496.55573284626007
1218,553.4801098164171
1219,498.3201522016898
1220,536.8529235143214
1221,612.1079694759101
1222,571.0170082300901
1223,546.3333848007023
1224,525.0650117127225
1225,499.36135219875723
1226,554.8392214616761
1227,595.8626251081005
1228,681.6803862033412
1229,510.88474748376757
1230,392.17292459961027
1231,561.2953359587118
1232,358.1505184583366
1233,396.1373140113428
1234,324.71775998268276
1235,432.1475465996191
1236,292.317070601508
1237,317.4630021052435
1238,401.92379522509873
1239,399.8669863138348
1240,390.87243338953704
1241,406.3512342348695
1242,437.1331432312727
1243,413.4978304589167
1244,481.35049936920404
1245,434.07745159603655
1246,432.23566553462297
1247,431.8763032313436
1248,420.7863927539438
1249,493.27769653033465
1250,503.10933854151517
1251,501.6215937482193
1252,389.163518473506
1253,520.9884259654209
1254,519.8924742704257
1255,607.3543803254142
1256,524.7230189396068
1257,448.1751936627552
1258,441.8843692932278
1259,442.0645349910483
1260,564.0926651470363
1261,326.5338401775807
1262,476.15537280775607
1263,568.9132147412747
1264,446.0532647287473
1265,392.94780180510134
1266,401.73669002670795
1267,471.9781429823488
1268,470.0241628633812
1269,448.9393953708932
1270,536.9010876799002
1271,467.20818369369954
1272,500.55943354498595
1273,481.89016229845583
1274,442.31556435022503
1275,482.591136706993
1276,420.9593244930729
1277,462.46423853747547
1278,487.04276921227574
1279,522.434945945628
1280,546.7021997198462
1281,510.2110412409529
1282,577.5014031780884
1283,465.8231605933979
1284,515.9520575031638
1285,466.1708894977346
1286,494.5278909318149
1287,541.2541766660288
1288,518.3205158207566
1289,496.2361338241026
1290,499.396323219873
1291,685.2092600176111
1292,449.6930595356971
1293,499.58830991759896
1294,492.99364831112325
1295,487.97393379174173
1296,548.2297830581665
1297,548.7662606053054
1298,483.0618067495525
1299,499.57161942962557
1300,539.7144395764917
1301,551.320376300253
1302,477.43046288657933
1303,477.58475838787854
1304,564.5789993675426
1305,597.233127810061
1306,493.3961902530864
1307,507.8868324290961
1308,599.8308212775737
1309,488.49658446665853
1310,565.3648471320048
1311,538.1215020604432
1312,480.4136108569801
1313,632.8149230964482
1314,430.5659258393571
1315,473.56783627253026
1316,528.7132822163403
1317,544.7571731796488
1318,533.1396465199068
1319,528.8521798765287
1320,512.4792378740385
1321,572.5440876651555
1322,502.8331932723522
1323,622.7796986084431
1324,567.4648864697665
1325,628.1763840895146
1326,523.8065674072132
1327,599.626290217042
1328,678.9039163161069
1329,578.0602783514187
1330,509.5073642535135
1331,605.051137954928
1332,619.508182075806
1333,527.3966799983755
1334,536.5660297842696
1335,648.7818036796525
1336,649.8683891380206
1337,567.4100424861535
1338,325.33023843728006
1339,396.3953804234043
1340,394.2272904571146
1341,387.0029164310545
1342,453.8271552575752
1343,532.2851785309613
1344,456.7156838681549
1345,522.2255072034895
1346,431.3085382459685
1347,374.3216660777107
1348,432.20287964399904
1349,437.5326657509431
1350,543.2114660451189
1351,463.14390072319657
1352,524.8898911736906
1353,575.5368133038282
1354,487.2987494422123
1355,537.6707612983882
1356,544.724469056353
1357,525.1703330781311
1358,541.0393908480182
1359,473.9589921021834
1360,509.33020453248173
1361,546.6585384532809
1362,480.08039337862283
1363,514.2026783796027
1364,609.158515333198
1365,664.1589453658089
1366,518.0948898028582
1367,529.3659337358549
1368,409.2496978798881
1369,374.60214555077255
1370,474.1422005118802
1371,539.3783490415663
